auditorLabel	transferLabel	trueLabel
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	4.0	4.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
0.0	6.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
0.0	6.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
0.0	6.0	5.0
1.0	5.0	5.0
0.0	6.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
0.0	6.0	5.0
0.0	6.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	5.0	5.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
0.0	4.0	6.0
1.0	6.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
1.0	6.0	6.0
0.0	4.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	4.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
1.0	6.0	6.0
0.0	4.0	6.0
1.0	6.0	6.0
0.0	11.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	4.0	6.0
0.0	4.0	6.0
0.0	4.0	6.0
0.0	4.0	6.0
0.0	4.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	4.0	6.0
0.0	4.0	6.0
0.0	4.0	6.0
0.0	4.0	6.0
0.0	4.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
0.0	5.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
1.0	6.0	6.0
0.0	11.0	7.0
0.0	10.0	7.0
0.0	11.0	7.0
0.0	11.0	7.0
0.0	11.0	7.0
0.0	11.0	7.0
0.0	11.0	7.0
0.0	11.0	7.0
0.0	11.0	7.0
0.0	11.0	7.0
0.0	11.0	7.0
0.0	11.0	7.0
0.0	11.0	7.0
0.0	6.0	8.0
0.0	6.0	8.0
0.0	11.0	8.0
0.0	4.0	8.0
0.0	6.0	8.0
0.0	6.0	8.0
0.0	6.0	8.0
0.0	11.0	8.0
0.0	11.0	8.0
0.0	6.0	8.0
0.0	11.0	8.0
0.0	6.0	8.0
0.0	11.0	8.0
0.0	4.0	8.0
0.0	12.0	8.0
0.0	10.0	8.0
0.0	10.0	8.0
0.0	6.0	8.0
0.0	6.0	8.0
0.0	4.0	8.0
0.0	4.0	8.0
0.0	6.0	8.0
0.0	6.0	8.0
0.0	11.0	8.0
0.0	10.0	8.0
0.0	10.0	8.0
0.0	10.0	8.0
0.0	6.0	9.0
0.0	6.0	9.0
0.0	11.0	9.0
0.0	4.0	9.0
0.0	6.0	9.0
0.0	11.0	9.0
0.0	11.0	9.0
0.0	4.0	9.0
0.0	6.0	9.0
0.0	17.0	9.0
0.0	11.0	9.0
0.0	4.0	9.0
0.0	11.0	9.0
0.0	11.0	9.0
0.0	11.0	9.0
0.0	4.0	10.0
0.0	4.0	10.0
0.0	6.0	10.0
0.0	4.0	10.0
0.0	4.0	10.0
0.0	11.0	10.0
0.0	4.0	10.0
0.0	6.0	10.0
0.0	6.0	10.0
0.0	4.0	10.0
0.0	6.0	10.0
0.0	12.0	10.0
0.0	12.0	10.0
0.0	6.0	10.0
1.0	10.0	10.0
0.0	4.0	10.0
0.0	17.0	10.0
0.0	6.0	10.0
0.0	4.0	11.0
0.0	4.0	11.0
0.0	4.0	11.0
0.0	4.0	11.0
0.0	4.0	11.0
0.0	4.0	11.0
0.0	4.0	11.0
0.0	4.0	11.0
0.0	4.0	11.0
0.0	10.0	11.0
0.0	4.0	11.0
0.0	4.0	11.0
0.0	10.0	11.0
0.0	10.0	11.0
0.0	10.0	11.0
0.0	4.0	12.0
0.0	4.0	12.0
0.0	4.0	12.0
1.0	12.0	12.0
0.0	6.0	12.0
0.0	6.0	12.0
0.0	11.0	12.0
0.0	11.0	12.0
0.0	10.0	12.0
0.0	4.0	12.0
0.0	6.0	12.0
0.0	6.0	12.0
0.0	10.0	12.0
0.0	4.0	12.0
1.0	12.0	12.0
0.0	11.0	12.0
0.0	11.0	12.0
0.0	4.0	12.0
1.0	12.0	12.0
0.0	11.0	12.0
0.0	4.0	13.0
0.0	4.0	13.0
0.0	4.0	13.0
0.0	4.0	13.0
0.0	4.0	13.0
0.0	4.0	13.0
0.0	4.0	17.0
0.0	4.0	17.0
0.0	4.0	17.0
0.0	4.0	17.0
0.0	4.0	17.0
